,NO.,성우,연령,성별,상황키워드,감정_대분류,감정_소분류,사람문장1
182,M_000183,JYC,청소년,남성,학교폭력/따돌림,불안,걱정스러운,내일 내 학교 폭력 재판이 열려. 이길 수 있을지 너무 불안해. 이기지 못하면 어떡하지?
183,M_000184,JYC,청소년,남성,학교폭력/따돌림,불안,걱정스러운,나는 내가 당하던 학교 폭력을 신고했어. 가해자들은 전학을 갔지만 나에게 보복을 할 것 같아서 두려워.
184,M_000185,JYC,청소년,남성,학교폭력/따돌림,불안,걱정스러운,학교 폭력을 당하던 친구가 오늘은 학교에 나오지 않았어. 걱정되고 죄책감이 들어.
185,M_000186,JYC,청소년,남성,학교폭력/따돌림,불안,걱정스러운,학교에서 친구가 맞는 것을 보고 경찰에 신고했는데 내가 신고한 것을 들킨 것 같아서 많이 불안해.
186,M_000187,JYC,청소년,남성,학교폭력/따돌림,불안,걱정스러운,나는 학교에서 친구를 괴롭히고 말았어. 그런데 오늘은 그 친구가 학교를 나오지 않아서 너무 신경이 쓰여.
187,M_000188,JYC,청소년,남성,학교폭력/따돌림,불안,걱정스러운,난 여태 친구를 괴롭혔어. 선생님이 방과 후 교무실로 오라고 하셨는데 이것을 들켰을 것 같아서 초조해.
188,M_000189,JYC,청소년,남성,학업 및 진로,불안,걱정스러운,지난번 기말고사보다 성적이 더 떨어져서 걱정이야.
189,M_000190,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,저번에도 면접에서 탈락했는데 이번에도 탈락할까 봐 정말 걱정스럽다.
190,M_000191,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,이번에 시험을 봤어.
191,M_000192,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,내 직장 동료가 상사에서 의논도 없이 독단적으로 일을 진행해서 상당히 걱정스럽네.
192,M_000193,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,요즘 회식이 있다 보니 술을 먹게 되네.
193,M_000194,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,요즘 일을 하는데 실수가 꽤 있어서 걱정되네.
194,M_000195,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,친구가 고시생이어서 걱정되네.
195,M_000196,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,결혼을 할 때 돈이 부족해 신혼집 마련 시 대출금을 받았어. 언제 다 갚을 수 있을지 모르겠어.
196,M_000197,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,출산을 앞둔 아내가 혼자 있을 때 무슨 일이 생기지는 않을지 걱정이야.
197,M_000198,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,여자 친구가 잠이 많아 계획한 공무원 시험 준비를 잘하고 있는지 모르겠어.
198,M_000199,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,처가댁 식구들이 나를 별로 마음에 안 들어 하는 것 같아.
199,M_000200,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,장모님이 병원에 입원하셔서 아내가 걱정을 많이 하고 있어.
200,M_000201,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,여자 친구가 종종 밤만 되면 연락이 잘 안 돼.
201,M_000202,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,아내가 회사에서 야근을 하는데 피곤해 보여서 걱정이야.
202,M_000203,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,아이가 또래보다 발육이 늦는 것 같아 신경이 쓰여.
203,M_000204,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,여자 친구와 만날 시간이 지났는데 전화를 받지 않고 연락이 안 와.
204,M_000205,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,만나는 여자 친구와 내가 권태기가 온 것 같아.
205,M_000206,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,임신한 아내가 입덧이 심해서 자나 깨나 걱정이야.
206,M_000207,JYC,청년,남성,"연애,결혼,출산",불안,걱정스러운,오늘 회식하는 여자 친구가 늦게까지 들어갔다는 연락이 없어. 전화를 해도 받지 않아.
207,M_000208,JYC,청년,남성,"진로,취업,직장",불안,걱정스러운,나만 동기들과 다른 부서를 배정 받아서 슬퍼.
208,M_000209,JYC,청년,남성,"진로, 취업, 직장",불안,걱정스러운,내 전공은 경영인데 적성에 안 맞는 것 같아서 걱정이야.
209,M_000210,JYC,청년,남성,"진로, 취업, 직장",불안,걱정스러운,내년이면 서른인데 아직 취직을 못 했어.
210,M_000211,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,요즘 밤마다 아내가 혼자 흐느끼면서 우는 것 같아. 무슨 안 좋은 일이 있는 건지 굉장히 걱정스러워.
211,M_000212,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,시험을 마친 아들의 표정이 영 좋지가 않아. 아마 시험을 망친 것 같은데 아빠로서 많이 걱정스러워.
212,M_000213,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,딸을 크게 꾸짖고 호통을 쳤는데 집에도 안 들어오고 연락도 되지 않아서 너무 걱정스럽고 속상해.
213,M_000214,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,아내가 아이들이 다니는 학교에서 무슨 연락을 받자마자 부랴부랴 학교로 달려갔는데 무슨 일인지 걱정돼.
214,M_000215,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,방에서 나오지 않던 딸이 궁금해서 슬며시 살펴봤는데 자고 있더라. 굉장히 걱정스러워지네.
215,M_000216,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,항상 밝던 아내가 부쩍 말수도 적어지고 표정도 어두워서 걱정돼.
216,M_000217,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,아들이 오토바이를 타는 걸 처음으로 알게 되었어. 굉장히 당황스럽고 저 녀석의 미래가 걱정돼.
217,M_000218,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,말이 없는 아내가 갑자기 거실에서 소리를 질러서 깜짝 놀라면서도 걱정이 되어 나와 봤어.
218,M_000219,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,딸이 최근에 학급 친구들 문제 때문에 힘들어하던데 어제부터는 방 안에서 나오지도 않아서 걱정이 많이 돼.
219,M_000220,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,장모님께서 갑작스럽게 위급하셔서 아내가 바로 친정집으로 내려갔어. 난 일 때문에 못 내려가긴 했지만 굉장히 걱정스러워.
220,M_000221,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,아내가 짜장면을 만들어 준다고 하다가 냄비에 손을 데어서 걱정스러워.
221,M_000222,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,아들이 어제 운동을 하다가 다리뼈가 부러진 모양이야. 절뚝이는 모습을 보는데 너무 걱정스러워.
222,M_000223,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,아들을 특수부대에 보냈는데 부상을 당할까 봐 걱정돼.
223,M_000224,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,기숙사에 있던 아들을 오랜만에 봤는데 걱정될 정도로 살이 너무 빠져서 당황했어.
224,M_000225,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,내일 아들 녀석이 골절 수술을 받을 예정이야. 걱정되네.
225,M_000226,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,아이가 자꾸 나를 피하고 말을 안 해. 무슨 일인지 걱정스러워.
226,M_000227,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,딸이 교우관계로 고민한다고 해서 걱정스러워.
227,M_000228,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,사춘기인 아들이 방에 들어가 문을 걸어놓고 있어서 너무 답답해.
228,M_000229,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,내 아내는 겁이 너무 많아서 걱정이야.
229,M_000230,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,세상 무서운 줄 모르고 밤 늦게 다니는 딸이 걱정되는데 어떡하지?
230,M_000231,JYC,중년,남성,"대인관계(부부, 자녀)",불안,걱정스러운,우리 아들이 곧 군대에 가는데 걱정이야.
231,M_000232,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,요즘은 무릎은 너무 시큰거려서 관절염에 걸린 게 아닐까 걱정돼.
232,M_000233,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,건강을 위해서 금연해야 하는 데 나 스스로 끝까지 금연할 수 있을지 자신이 없어서 많이 불안해.
233,M_000234,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,아내가 등산을 갔다가 발목을 다쳐서 많이 걱정스러워.
234,M_000235,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,녹내장 관리를 하고 있지만 불안해서 가지고 있던 차를 팔았어.
235,M_000236,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,나와 같이 간암을 진단받은 친구가 아직도 매일 술을 마신다는 것을 전해 들었어.
236,M_000237,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,항암치료를 받는데 난 머리가 왜 이리 빠질까? 동생은 머리가 안 빠졌는데 말이지.
237,M_000238,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,가족력 때문에 고혈압을 조심해야 하는데 딸이 자꾸 식후에 커피를 마셔. 너무 걱정돼.
238,M_000239,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,나이가 육십 대 후반이 되니 인생이 길어야 이십 년도 남지 않았다는 생각이 들어.
239,M_000240,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,내가 혈압이 높아.
240,M_000241,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,나이가 드니까 건강이 걱정되네.
241,M_000242,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,정년퇴직하고 만성질환은 없지만 죽음을 걱정하고 있어.
242,M_000243,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,나 건강때문에 걱정스러워.
243,M_000244,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,죽음이 다가오니 걱정이 많아져.
244,M_000245,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,아내의 체력이 점점 나빠지는 것 같아서 걱정이야.
245,M_000246,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,얼마 전에 피 검사를 했는데 의사가 식단 관리를 해야 한대서 걱정이야.
246,M_000247,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,아내가 병원을 무서워 해서 아플 때마다 병원 가기를 미뤄.
247,M_000248,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,아내가 불면증 때문에 밤에 잠을 못 자서 걱정이야.
248,M_000249,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,나와 같이 간암을 진단받은 친구가 아직도 매일 술을 마신다는 것을 전해 들었어.
249,M_000250,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,항암치료를 받는데 난 머리가 왜 이리 빠질까? 동생은 머리가 안 빠졌는데 말이지.
250,M_000251,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,가족력 때문에 고혈압을 조심해야 하는데 딸이 자꾸 식후에 커피를 마셔. 너무 걱정돼.
251,M_000252,JYC,노년,남성,"건강, 죽음",불안,걱정스러운,건강했던 지인들이 죽는 것을 보니 나도 갑자기 저럴까봐 걱정스럽네.
252,M_000253,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,학교에서 폭력을 당하고 있다고 부모님께 말했는데 부모님이 아무 반응이 없어.
253,M_000254,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,오늘 학교에 갔는데 갑자기 친구들이 나를 무시하고 따돌렸어.
254,M_000255,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,내 편이던 친구가 전학 가고 나서 다른 아이들이 나를 다시 괴롭히기 시작했어.
255,M_000256,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,선생님이 내 편이 아닌 가해자들의 편을 들어서 너무 황당해.
256,M_000257,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,반 친구들이 나에게도 잘못이 있다고 얘기해서 너무 속상해.
257,M_000258,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,반 아이들에게 조용히 하라고 했는데 모두가 내 말을 무시했어. 너무 속상해.
258,M_000259,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,갑자기 반 아이들이 나에게서 멀리 떨어졌어. 너무 슬퍼.
259,M_000260,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,내가 화장실에 있는데 갑자기 나에게 더러운 물을 쏟았어. 너무 화가 나.
260,M_000261,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,가해자 무리가 나를 반장으로 억지로 만들었어. 너무 당황스러워.
261,M_000262,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,내가 급식실에 앉자 모두가 자리에서 떠났어. 너무 슬퍼
262,M_000263,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,체육대회에서 나만 빼고 모두 짝을 만들었어. 너무 당황스러워.
263,M_000264,JYC,청소년,남성,학교폭력/따돌림,당황,고립된,선생님이 나에게 오히려 전학을 권했어. 너무 화가 나.
264,M_000265,JYC,청소년,남성,학업 및 진로,당황,고립된,오늘 반에서 다같이 이야기하고 있었는데 상위권 친구들만 따로 매점을 갔어.
265,M_000266,JYC,청소년,남성,학업 및 진로,당황,고립된,오늘 시험점수가 나왔는데 내 성적이 너무 부끄러워서 친구들한테 말을 못 했어.
266,M_000267,JYC,청소년,남성,가족관계,당황,고립된,가족이랑 놀러 왔는데 길을 잃어서 당황스럽네.
267,M_000268,JYC,청소년,남성,가족관계,당황,고립된,아빠와 쇼핑을 왔는데 아빠가 인파 속으로 사라지셔서 당황스러워.
268,M_000269,JYC,청소년,남성,가족관계,당황,고립된,누나가 나랑 놀자며 근처 공원에 왔는데 해가 저물고 나니 나 혼자였어.
269,M_000270,JYC,청소년,남성,가족관계,당황,고립된,가족끼리 바다에 놀러 왔는데 내가 파도에 휩쓸려 가족을 잃어버렸어.
270,M_000271,JYC,청소년,남성,가족관계,당황,고립된,형과 반딧불이를 따라가다 길을 잃어버렸는데 당황스럽고 무서워.
271,M_000272,JYC,청소년,남성,가족관계,당황,고립된,동생이랑 다투다가 자리를 비웠는데 가족들이 나를 찾지 않아.
272,M_000273,JYC,청소년,남성,가족관계,당황,고립된,누나랑 나랑 카페에 갔거든? 근데 자기 친구를 보더니 날 두고 그냥 가버려서 너무 당황스러웠어!
273,M_000274,JYC,청소년,남성,가족관계,상처,고립된,가족끼리 여행을 가기로 했는데 나만 남겨주고 떠났어. 속상하다.
274,M_000275,JYC,청소년,남성,가족관계,상처,고립된,엄마와 백화점에 갔는데 엄마가 나를 두고 가버려서 상처받았어.
275,M_000276,JYC,청소년,남성,가족관계,상처,고립된,아빠 동창회에 따라갔는데 아빠는 나를 신경도 안 써서 속상했어.
276,M_000277,JYC,청소년,남성,가족관계,상처,고립된,형 친구들이 우리 집에 놀러왔는데 내 방 문을 잠가버렸어 속상해.
277,M_000278,JYC,청소년,남성,가족관계,상처,고립된,태풍이 몰아치는 날 부모님은 아직까지 집에 오질 않았어. 나 혼자야 무섭고 속상해.
278,M_000279,JYC,청소년,남성,가족관계,상처,고립된,가족끼리 놀이동산에 갔는데 길을 잃어버렸어 무섭고 속상해.
279,M_000280,JYC,청소년,남성,가족관계,상처,고립된,가족과 같이 있는데 나 혼자 있는 기분이라서 속상해.
280,M_000281,JYC,청소년,남성,가족관계,상처,고립된,거실에서 가족이 치킨을 먹고 있는 걸 아는데 왜 나한테 먹자는 말을 하지 않아 속상해.
281,M_000282,JYC,청소년,남성,가족관계,상처,고립된,가족들이 나를 밀어내는 것만 같아서 외롭고 슬퍼.
282,M_000283,JYC,청소년,남성,가족관계,상처,고립된,아빠는 내가 하루빨리 독립해서 나가래 상처받았어.
283,M_000284,JYC,청소년,남성,가족관계,상처,고립된,엄마는 내가 집에 없는 날을 더 기뻐하셔서 속상해. 자꾸 눈물이 나.
284,M_000285,JYC,청소년,남성,가족관계,상처,고립된,내가 외박을 하고 오는 날엔 나 없이 가족들이 항상 외식을 해서 속상해.
285,M_000286,JYC,청소년,남성,학업 및 진로,상처,고립된,이 세상에 내 편은 아무도 없는 것 같아 너무 슬퍼.
286,M_000287,JYC,청소년,남성,학업 및 진로,상처,고립된,나는 인터넷 강의를 들을 때 혼자 있는 느낌이 들어 외로워.
287,M_000288,JYC,청소년,남성,학업 및 진로,상처,고립된,친구들이 나를 미워하는 것 같아 슬퍼.
288,M_000289,JYC,청소년,남성,학업 및 진로,상처,고립된,선생님께서 공부 잘하는 친구들만 좋아하시는 것 같아서 슬퍼.
289,M_000290,JYC,청소년,남성,학업 및 진로,상처,고립된,친구들은 모두 발전하는데 나 혼자 뒤떨어져 있는 것 같아 두려워.
290,M_000291,JYC,청소년,남성,학업 및 진로,상처,고립된,성적이 안 나와서 혼자 힘들어해도 아무도 달래주지 않아 외롭고 슬퍼.
291,M_000292,JYC,청소년,남성,학업 및 진로,상처,고립된,시험이 끝나면 시험에 대해서 친구들과 얘기하고 싶은데 나만 그럴 사람이 없어서 너무 쓸쓸해.
292,M_000293,JYC,청소년,남성,학업 및 진로,상처,고립된,친구들과 얘기를 해야 하는데 성적을 말하기가 부끄러워 자꾸 피하게 돼서 속상해.
293,M_000294,JYC,청소년,남성,학업 및 진로,상처,고립된,부모님은 내가 시험을 망치면 말도 걸어 주지 않으셔서 너무 슬퍼.
294,M_000295,JYC,청년,남성,대인관계,당황,고립된,친구들을 만났는데 나만 모르는 얘기를 친구들끼리 나눠서 기분이 우울해.
295,M_000296,JYC,청년,남성,대인관계,당황,고립된,오랜만에 친구들을 만났는데 대화를 이어 나가기가 힘들었어.
296,M_000297,JYC,청년,남성,대인관계,당황,고립된,회사 사람들이 다들 나를 피하는 것 같아 우울해.
297,M_000298,JYC,청년,남성,대인관계,당황,고립된,회사 후배들은 내 말을 들으려 하지 않아서 섭섭해.
298,M_000299,JYC,청년,남성,대인관계,당황,고립된,회사에서 나를 빼고 다같이 점심을 먹으러 간 일이 있었어. 나만 빼고 가서 섭섭해.
299,M_000300,JYC,청년,남성,대인관계,당황,고립된,직장동료들이 아무도 내 인사를 받아주지 않아. 그래서 슬퍼.
300,M_000301,JYC,청년,남성,대인관계,당황,고립된,회사에서 나만 간식을 못 먹어서 화가나.
301,M_000302,JYC,청년,남성,대인관계,당황,고립된,사람들은 내가 편집장이 된 게 싫나 봐. 다들 나를 아니꼽게 봐.
302,M_000303,JYC,청년,남성,대인관계,당황,고립된,친구가 내 카카오 톡 메시지를 두 달째 읽지 않아서 슬퍼.
303,M_000304,JYC,청년,남성,대인관계,당황,고립된,직장에서 동료들과 예전 같지 않아. 나 혼자인 느낌이야.
304,M_000305,JYC,청년,남성,대인관계,당황,고립된,회사에서 동료들에게 따돌림을 당하는 것 같아.
305,M_000306,JYC,청년,남성,대인관계,당황,고립된,친구가 내 카카오 톡 메신저를 보지도 않고 대답도 안 해. 답장이 없어서 당황스러워.
306,M_000307,JYC,청년,남성,"연애,결혼,출산",당황,고립된,여자 친구가 한 달째 내 연락을 안 받아서 무슨 일이 생긴 건지 걱정 돼.
307,M_000308,JYC,청년,남성,"연애,결혼,출산",당황,고립된,아내가 아이들을 모두 데리고 친정으로 돌아갔어. 나에게 화가 난 걸까?
308,M_000309,JYC,청년,남성,"연애,결혼,출산",당황,고립된,아내가 갑자기 이혼을 하자며 자신이 사랑하는 남자를 소개해서 너무 혼란스러워.
309,M_000310,JYC,청년,남성,"연애,결혼,출산",당황,고립된,여자 친구가 나한테 인사도 없이 고향으로 떠나버려서 너무 슬퍼.
310,M_000311,JYC,청년,남성,"연애,결혼,출산",당황,고립된,아내와 이혼하고 나니 아이들까지 나를 무시하기 시작해서 너무 당황스러워.
311,M_000312,JYC,청년,남성,"연애,결혼,출산",당황,고립된,아내가 나랑 싸우고 본가로 돌아갔는데 부모님조차도 나만 타박하셔서 당혹스러워.
312,M_000313,JYC,청년,남성,"연애,결혼,출산",당황,고립된,딸만 둘을 낳는 바람에 집안에서 나 혼자 남자가 되어서 고립된 기분이야.
313,M_000314,JYC,청년,남성,"연애,결혼,출산",당황,고립된,아내가 나를 가정폭력으로 신고해서 나 혼자 격리 조치되어서 너무 슬퍼.
314,M_000315,JYC,청년,남성,"연애,결혼,출산",당황,고립된,아내와 싸울 때마다 아이들은 항상 아내 편만 들어서 너무 속상해.
315,M_000316,JYC,청년,남성,"진로,취업,직장",상처,고립된,친구들 모두 취업에 성공했어. 나만 백수라는 이유로 모임에 초대받지 못해서 슬퍼.
316,M_000317,JYC,청년,남성,"직장, 업무 스트레스",상처,고립된,회사에서 아무도 나에게 말을 걸어주지 않아서 나는 너무 슬퍼.
317,M_000318,JYC,청년,남성,"진로,취업,직장",상처,고립된,직장을 새로 옮겼는데 적응을 못하고 있어서 힘들어.
318,M_000319,JYC,청년,남성,"진로,취업,직장",상처,고립된,가족들이 직장 얘기를 할 때 나는 혼자 끼지 못해 소외된 느낌이 들어.
319,M_000320,JYC,청년,남성,"진로,취업,직장",상처,고립된,입사 동기가 없어서 난 늘 직장에서 혼자여서 외로워.
320,M_000321,JYC,청년,남성,"진로,취업,직장",상처,고립된,대학을 안 나와서 취업에 대해 조언 받을 선배가 없어서 속상해.
321,M_000322,JYC,청년,남성,"진로,취업,직장",상처,고립된,팀원들이 나만 빼고 점심 먹으러 가서 속상해.
322,M_000323,JYC,청년,남성,대인관계,상처,고립된,친구와 여행을 갔는데 나를 버리고 가버려서 버려진 느낌이었어.
323,M_000324,JYC,청년,남성,대인관계,상처,고립된,친구들과 놀이공원에 갔는데 나만 계속 혼자 앉게 돼서 속상해.
324,M_000325,JYC,청년,남성,대인관계,상처,고립된,오늘 회사 사람들과 회식을 했는데 나와 술잔을 부딪쳐주는 사람이 없어서 상처 받았어.
325,M_000326,JYC,청년,남성,대인관계,상처,고립된,옛 친구 결혼식에 갔는데 친구들이 아무도 나를 못 알아봐서 서운했어.
326,M_000327,JYC,청년,남성,대인관계,상처,고립된,동호회 사람들과 마라톤을 나갔는데 나만 뒤쳐져서 혼자 뛰었어. 혼자만 떨어지니까 속상해.
327,M_000328,JYC,청년,남성,대인관계,상처,고립된,마음 편히 함께 술 마실 사람이 없어서 혼자 술집에 갔어. 많이 외롭고 우울하더라고.
328,M_000329,JYC,청년,남성,대인관계,상처,고립된,나는 성격이 활발하지 못해서 어려서부터 친구 하나 없이 지내왔어. 너무 외롭고 슬퍼.
329,M_000330,JYC,청년,남성,대인관계,상처,고립된,수업을 듣는 친구들과 시간이 맞지 않아서 혼자 식사를 했어. 외롭고 서럽더라고.
330,M_000331,JYC,청년,남성,"연애,결혼,출산",상처,고립된,여자 친구가 헤어지자는 문자 이후로 내 얼굴도 안 보려고 해. 벌써 혼자가 된 기분이야.
331,M_000332,JYC,청년,남성,"연애,결혼,출산",상처,고립된,아내와 아이들의 뒷받침을 하기 위해 나는 타지에 혼자가 되었어. 너무 외로워.
332,M_000333,JYC,청년,남성,"연애,결혼,출산",상처,고립된,그녀와 그녀의 아이까지 함께 살며 결혼생각을 했는데 전 남편과 재혼했어. 이해할 수 없어.
333,M_000334,JYC,청년,남성,"연애,결혼,출산",상처,고립된,여자 친구가 내가 싫다며 짐을 싸서 나가버렸어. 갑자기 벌어진 일이라서 너무 황당해.
334,M_000335,JYC,청년,남성,"연애,결혼,출산",상처,고립된,아내의 외도 이후 우리는 더 이상 아무런 대화를 하지 않아. 나는 너무 외로워.
335,M_000336,JYC,청년,남성,"연애,결혼,출산",상처,고립된,친구들이 모두 결혼하고 나니까 요새 만날 친구가 없어서 속상해.
336,M_000337,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,아내가 나에게 아프다는 사실을 숨기고 있어.
337,M_000338,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,요즘 자식들이 내 연락을 안 받아. 일부러 피하는 것 같아.
338,M_000339,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,내 아내와 딸이 나를 따돌리는 것 같아.
339,M_000340,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,요즘 집에서 너무 고립된 느낌이야.
340,M_000341,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,집이 재미가 없어 애들과 아내가 자기들끼리 놀아.
341,M_000342,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,기러기 아빠 생활을 오래 하니 가족과 단절되어 고립된 느낌이야.
342,M_000343,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,오늘 출장 갔다가 돌아왔는데 공항에 아무도 마중 나오지 않았어. 너무 섭섭해.
343,M_000344,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,집에 오면 나는 투명인간 같아.
344,M_000345,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,요새 집사람과 대화가 안 통해.나 혼자 말하는 느낌이야.
345,M_000346,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,요새 퇴근하고 집에 들어가는 게 싫어.
346,M_000347,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,어제 아내가 애들과 함께 가족 여행을 떠났어. 나만 빼고 말이야.
347,M_000348,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,오늘 밖에 날씨가 안 좋아서 약속이 취소됐어.
348,M_000349,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,집에 아무도 없어서 쓸쓸해.
349,M_000350,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,요새 아들한테 신경을 많이 못 썼더니 아들이 많이 예민해져 있네.
350,M_000351,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,코로나 때문에 밖에 못 나가니까 답답해.
351,M_000352,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,아내와 이혼하고 집에만 있었더니 건강이 너무 안 좋아졌어.
352,M_000353,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,주말인데 너무 심심해. 친구들과 최근에 싸워서 부를 사람도 없네.
353,M_000354,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,나이가 들수록 점점 가족들에게 왕따가 되는 것 같아.
354,M_000355,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,요즘 아내가 나와 대화를 하려 들지 않아.
355,M_000356,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,아내의 부부동반 모임에서 다들 화려한데 나만 초라했어.
356,M_000357,JYC,중년,남성,"대인관계(부부, 자녀)",상처,고립된,자식들이 모두 대학교에서 기숙사 생활을 하게 되어서 집에는 나 혼자라서 외로워.
357,M_000358,JYC,노년,남성,"건강, 죽음",상처,고립된,노인정 사람들이 나만 빼고 다들 같은 건강식품을 공동구매해서 소외감이 느껴져.
358,M_000359,JYC,노년,남성,"건강, 죽음",상처,고립된,옆집 할머니가 죽을 때까지 가족들은 아무도 찾아오지 않았어. 나도 그럴까 봐 무서워.
359,M_000360,JYC,노년,남성,"건강, 죽음",상처,고립된,동호회 사람들과 트러블이 있던 이후로는 혼자 운동하는 게 편하지만 가끔 외로울 때가 있어.
360,M_000361,JYC,노년,남성,"건강, 죽음",상처,고립된,아내가 죽고 자식들과도 연락이 끊겨서 내가 죽을 때는 아무도 곁에 없을까 봐 너무 무서워.
361,M_000362,JYC,노년,남성,"건강, 죽음",상처,고립된,건강을 챙기고 싶어서 영양제를 사고 싶은데 주변에 물어볼 사람이 없어. 너무 쓸쓸하네.
362,M_000363,JYC,노년,남성,"건강, 죽음",상처,고립된,운동을 제대로 배우려고 헬스장에 왔는데 아무도 나에게는 관심이 없어서 상처를 받았어.
363,M_000364,JYC,노년,남성,"건강, 죽음",상처,고립된,회사 일로 과로로 쓰러졌는데 회사에서는 나보고 치료비를 내라고 해. 상처를 받았어.
